"","SHIP_ID","ship_type","SHIPNAME","port","FLAG","position"
"1419",4195618,"Fishing","WLA 250","Gdańsk","PL","54.75185 18.84858 54.7962 18.76582 7262.16664262091"
"1420",4195618,"Fishing","WLA 250","Gdynia","PL","54.75185 18.84858 54.7962 18.76582 7262.16664262091"
"1421",4200884,"Tug","ORP KORMORAN","Gdańsk","PL","54.4961 18.69812 54.50742 18.67815 1805.98594779077"
"1422",4200884,"Tug","ORP KORMORAN","Gdynia","PL","54.4961 18.69812 54.50742 18.67815 1805.98594779077"
"1423",4201085,"Pleasure","TRIPLE ESS","gothenborg","SE","57.65945 11.85235 57.6595 11.85231 6.05890563999573"
"1424",4221324,"Fishing","KLONDYKE","gothenborg","SE","57.69845 11.64067 57.68848 11.60009 2662.65801757493"
"1425",4234809,"Pleasure","LT-12465","Klaipeda","LT","55.70416 20.812 55.64753 20.80253 6333.04102984995"
"1426",4249081,"Tug","NADEZHNIY","Kalingrad","RU","54.64835 19.90652 54.6484 19.9065 5.71362593170466"
"1427",4252519,"Cargo","PETER PAN","Gdańsk","SE","54.76785 18.99642 54.72048 18.99044 5287.21647769712"
"1428",4252519,"Cargo","PETER PAN","Gdynia","SE","54.76785 18.99642 54.72048 18.99044 5287.21647769712"
"1429",4316815,"Pleasure","FITTER WORKSHOP","St. Petersburg","RU","59.90968 30.26281 59.90985 30.26317 27.6485914433902"
"1430",4320524,"Fishing","SAIBON LL1248","gothenborg","SE","57.69403 11.60128 57.74739 11.60602 5949.55719777247"
"1431",4325014,"Pleasure","EMPATIA POLSKA","Gdańsk","PL","54.697 18.67601 54.697 18.67601 0"
"1432",4325014,"Pleasure","EMPATIA POLSKA","Gdynia","PL","54.697 18.67601 54.697 18.67601 0"
"1433",4331405,"Cargo","FITTER","St. Petersburg","RU","59.9109 30.26538 59.90627 30.27033 585.487520960483"
"1434",4342553,"Unspecified","PURE ORANGE","gothenborg","SE","57.7072 11.94985 57.6117 11.61837 22464.4660467849"
"1435",4353709,"Passenger","KONEVETS","St. Petersburg","RU","59.85476 30.49736 59.85481 30.49728 7.15070474854627"
"1436",4354379,"Passenger","FITTER W","St. Petersburg","--","59.88388 30.22513 59.88393 30.22508 6.23452909665785"
"1437",4387258,"Fishing","GG 391 ELISABETH","gothenborg","SE","57.67155 11.62779 57.66545 11.61814 890.616062697668"
"1438",4387771,"Tug","HERKULES","Gdańsk","PL","54.4061 18.75652 54.40102 18.73049 1782.4578382707"
"1439",4387771,"Tug","HERKULES","Gdynia","PL","54.4061 18.75652 54.40102 18.73049 1782.4578382707"
"1440",4449805,"Pleasure","MUCKLE FLUGGA","gothenborg","SE","57.85373 11.60375 57.8704 11.63615 2673.20211306047"
"1441",4450061,"Pleasure","ANNABELLA","gothenborg","SE","57.63703 11.81757 57.64877 11.8201 1316.20052607044"
"1442",4497263,"Unspecified","TST12","St. Petersburg","--","59.94029 30.25811 59.94029 30.25811 0"
"1443",4512547,"Pleasure","DT SUPPLY","gothenborg","SE","57.62814 11.81317 57.60165 11.79117 3229.95604165289"
"1444",4515761,"Cargo","BOMAR VANQUISH","St. Petersburg","MH","59.91869 30.01528 59.92179 30.00003 920.265097769934"
"1445",4561378,"Pleasure","DAISY","gothenborg","SE","57.74995 11.65436 57.74983 11.65435 13.3780456126199"
"1446",4589812,"Pleasure","KAXE","gothenborg","SE","57.71685 11.95878 57.71685 11.95878 0"
"1447",4610570,"Fishing","LAGUN","gothenborg","SE","57.73215 11.67255 57.73225 11.67257 11.2008426468925"
"1448",4611368,"Pleasure","ATHENA","Gdańsk","GB","54.36343 18.65776 54.36329 18.65778 15.6377815300869"
"1449",4615138,"Unspecified","SVITZER RAN","gothenborg","DK","57.63762 11.68968 57.64591 11.70685 1379.83073702767"
"1450",4618693,"Fishing","PIA-96","Gdańsk","PL","54.3893 18.99751 54.37226 18.99548 1901.33858310967"
"1451",4631227,"Cargo","MIRVA VG","Kalingrad","FI","54.65864 19.83358 54.64986 19.86447 2220.415032841"
"1452",4633113,"Passenger","TOLL","Gdańsk","EE","54.36521 18.66392 54.36518 18.66378 9.69342603697362"
"1453",4645311,"Tug","YASNYY","Kalingrad","RU","54.66106 19.81083 54.65473 19.83367 1633.79790311286"
"1454",4653928,"Fishing","GG43 ANNA","gothenborg","SE","57.73304 11.67202 57.73392 11.67183 98.6595936251943"
"1455",4661124,"Fishing","SUJINYU00618","St. Petersburg","--","59.9412 30.25645 59.94119 30.25643 1.5783303652229"
"1456",4666609,"Unspecified","BLACKPEARL 7.7V","St. Petersburg","SO","59.94064 30.25591 59.94172 30.25882 202.331882499349"
"1457",4666609,"Unspecified","BLACKPEARL 7.6V","St. Petersburg","SO","59.94064 30.25591 59.94172 30.25882 202.331882499349"
"1458",4666609,"Unspecified","BLACKPEARL 7.8V","St. Petersburg","SO","59.94064 30.25591 59.94172 30.25882 202.331882499349"
"1459",4666609,"Unspecified","BLACKPEARL 7.5V","St. Petersburg","SO","59.94064 30.25591 59.94172 30.25882 202.331882499349"
"1460",4666609,"Unspecified","BLACKPEARL 7.4V","St. Petersburg","SO","59.94064 30.25591 59.94172 30.25882 202.331882499349"
"1461",4666609,"Unspecified","BLACKPEARL 7.3V","St. Petersburg","SO","59.94064 30.25591 59.94172 30.25882 202.331882499349"
"1462",4667808,"Tug","RESCUE 8-45","gothenborg","SE","57.82393 11.61053 57.79782 11.6342 3230.50259325381"
"1463",4674280,"Unspecified","261535003","Gdynia","PL","54.52911 18.53196 54.52919 18.53191 9.47528101506555"
"1464",4677206,"Tug","FORTUNA","Kalingrad","RU","55.00997 20.24178 55.01358 20.27984 2467.8452336964"
"1465",4689892,"Tug","REDUT","St. Petersburg","RU","59.8552 30.49751 59.8551 30.49761 12.4711868319379"
"1466",4691561,"Pleasure","VIKING","gothenborg","SE","57.70477 11.65825 57.70469 11.65831 9.60105684518562"
"1467",4702404,"Pleasure","CARUZZI","Gdynia","PL","54.45473 18.44323 54.4498 18.43688 686.147865860277"
"1468",4704897,"Pleasure","EUPHORIA","Gdańsk","JM","54.38993 18.6696 54.39977 18.6807 1311.3091377861"
"1469",4704897,"Pleasure","EUPHORIA","Gdynia","JM","54.38993 18.6696 54.39977 18.6807 1311.3091377861"
"1470",4709602,"Tanker","VOVAN","St. Petersburg","RU","59.90969 30.26224 59.90993 30.26454 131.437639215478"
"1471",4710387,"Tug","TRELLE","gothenborg","SE","57.85458 11.64596 57.82967 11.6354 2844.35787423136"
"1472",5413612163586,"Tug","[SAT-AIS]","Kalingrad","NaN","54.635 19.925 54.645 19.875 3414.82155015449"
"1473",17615339618152,"Tug","[SAT-AIS]","Kalingrad","NaN","54.955 20.21 54.955 20.21 0"
"1474",35416564857354,"Tug","[SAT-AIS]","Kalingrad","NaN","54.635 19.925 54.635 19.925 0"
"1475",41246668446937,"Tug","[SAT-AIS]","Kalingrad","NaN","54.97167 20.33833 54.97 20.33833 185.909398246539"
"1476",65875629977817,"Tug","[SAT-AIS]","Kalingrad","NaN","54.64667 19.91167 54.64667 19.91167 0"
"1477",74296936982416,"Tug","[SAT-AIS]","Kalingrad","NaN","54.97 20.33667 54.97 20.33667 0"
"1478",147668738471321,"Tug","[SAT-AIS]","Kalingrad","NaN","54.64667 19.91167 54.64667 19.91167 0"
"1479",156678218822212,"Tug","[SAT-AIS]","Kalingrad","NaN","54.63334 19.925 54.63334 19.925 0"
"1480",167283675493369,"Tug","[SAT-AIS]","Kalingrad","NaN","54.64667 19.91167 54.64667 19.91167 0"
"1481",181566749936762,"Tug","[SAT-AIS]","Kalingrad","NaN","55.075 20.09667 54.98167 20.35333 19425.2530073519"
"1482",184756139473268,"Tug","[SAT-AIS]","Kalingrad","NaN","54.63334 19.925 54.63334 19.925 0"
"1483",195415142469447,"Tug","[SAT-AIS]","Kalingrad","NaN","54.64667 19.91167 54.64667 19.91167 0"
"1484",217284873986699,"Tug","[SAT-AIS]","Kalingrad","NaN","54.98167 20.315 54.97167 20.33833 1863.02673496738"
"1485",252669123725536,"Tug","[SAT-AIS]","Kalingrad","NaN","55.08167 20.46 55.09333 20.255 13154.4283361248"
"1486",261471966511263,"Tug","[SAT-AIS]","Kalingrad","NaN","54.64667 19.91167 54.64667 19.91167 0"
"1487",266896913553197,"Tug","[SAT-AIS]","Kalingrad","NaN","54.635 19.925 54.635 19.925 0"
"1488",267896656482679,"Tug","[SAT-AIS]","Kalingrad","NaN","54.64667 19.91167 54.64667 19.91167 0"
"1489",269849479284739,"Tug","[SAT-AIS]","Kalingrad","NaN","54.64667 19.91167 54.64667 19.91167 0"
"1490",286611366271532,"Tug","[SAT-AIS]","Kalingrad","NaN","54.64667 19.91167 54.64667 19.91167 0"
