"","SHIP_ID","ship_type","SHIPNAME","port","FLAG","position"
"718",324477,"Pleasure","JEWEL","gothenborg","SE","57.61911 11.92572 57.61923 11.92581 14.4061330239992"
"719",324534,"Fishing","GG1206 DANO","gothenborg","SE","57.63395 11.82328 57.64334 11.83613 1297.18884085103"
"720",324559,"Fishing","SKRAALLAN","gothenborg","SE","57.71763 11.97189 57.71763 11.97189 0"
"721",324603,"Pleasure","LOUISE","gothenborg","SE","57.60969 11.85522 57.60544 11.89251 2278.83418559615"
"722",324664,"Tug","KBV 316","gothenborg","SE","57.65024 11.61424 57.74836 11.61581 10928.2544133876"
"723",324703,"Pleasure","ISADORA","gothenborg","SE","57.62461 11.8032 57.66204 11.84554 4875.54509994776"
"724",324714,"Fishing","GG102 MAUDAN","gothenborg","SE","57.69856 11.64054 57.71507 11.60402 2849.74333339657"
"725",324760,"Fishing","GG292 MARTINA","gothenborg","SE","57.77287 11.61638 57.77292 11.61625 9.53174052101594"
"726",324986,"Pleasure","AQUILA","gothenborg","SE","57.60107 11.79426 57.662 11.84525 7438.16825281362"
"727",324990,"Pleasure","PAULA","gothenborg","SE","57.70009 11.9183 57.70039 11.91803 37.0880338755759"
"728",325042,"Pleasure","HIFLYER","gothenborg","SE","57.70553 11.65819 57.70541 11.65817 13.4177766081111"
"729",325070,"Pleasure","BLUE ADVENTURE","gothenborg","SE","57.7111 11.9493 57.71135 11.94941 28.6047747773398"
"730",325071,"Tug","POLIS 59-3780","gothenborg","SE","57.68171 11.87113 57.68171 11.87113 0"
"731",325147,"Fishing","GG 65 CORIOLA","gothenborg","SE","57.70755 11.65801 57.70755 11.65801 0"
"732",325269,"Tug","RESCUE MARIANNE BRAT","gothenborg","SE","57.7095 11.66683 57.73567 11.66483 2917.06037876206"
"733",325291,"Pleasure","PENTA 60","gothenborg","SE","57.69131 11.76908 57.69141 11.76896 13.2385347308319"
"734",325546,"Fishing","GG 690 VINGASAND","gothenborg","SE","57.62533 11.82135 57.63206 11.82187 750.170943703383"
"735",325635,"Pleasure","PENTA 81","gothenborg","SE","57.82878 11.60581 57.9337 11.60542 11685.5459119997"
"736",325679,"Fishing","RON","gothenborg","SE","57.64564 11.85814 57.64551 11.8581 14.6739967838313"
"737",325703,"Fishing","BISCAYA GG34","gothenborg","SE","57.66939 11.62202 57.67314 11.62985 626.694134014074"
"738",325770,"Tug","GKSS-ONLINE","gothenborg","SE","57.63538 11.8303 57.66776 11.84953 3784.57238918373"
"739",325888,"Fishing","SVANVIK","gothenborg","SE","57.67317 11.66446 57.67327 11.66443 11.2801356645526"
"740",325995,"Pleasure","STORMFAGEL","gothenborg","SE","57.70518 11.66089 57.70513 11.66091 5.69484664608482"
"741",326015,"Pleasure","MARELD","gothenborg","SE","57.66803 11.84517 57.66805 11.84517 2.22743560703696"
"742",326054,"Pleasure","GREAT ESCAPE","gothenborg","SE","57.71067 11.95075 57.71063 11.95077 4.61166395413565"
"743",326111,"Tanker","OLJAREN","gothenborg","SE","57.60109 11.82034 57.60519 11.61014 12575.2324519364"
"744",326263,"Tug","TOFTE","gothenborg","SE","57.73233 11.99434 57.69865 11.99432 3751.03006887426"
"745",326371,"Pleasure","BMJ WINDY 37","gothenborg","SE","57.63765 11.87053 57.63765 11.87053 0"
"746",326432,"Fishing","RUNAVIK GG 44","Gdynia","SE","54.7969 18.42219 54.79561 18.42839 423.840123295824"
"747",326438,"Fishing","ALVSBORG","gothenborg","SE","57.64545 11.858 57.65069 11.83671 1398.81763156178"
"748",326451,"Fishing","RANDI","gothenborg","SE","57.72477 11.66472 57.73264 11.66352 879.415425489585"
"749",326456,"Fishing","DANAFJORD","gothenborg","SE","57.67349 11.66452 57.67466 11.66486 131.874959035146"
"750",326471,"Fishing","VALOSKAR","gothenborg","SE","57.70681 11.66157 57.7067 11.66161 12.4808938007064"
"751",326481,"Fishing","TOR-ON","gothenborg","SE","57.71599 11.9586 57.71615 11.95823 28.3519437481196"
"752",326486,"Fishing","TORLAND","gothenborg","SE","57.71657 11.95847 57.7167 11.9584 15.0675305236832"
"753",326491,"Tanker","PROSPERO","gothenborg","SE","57.6049 11.64158 57.60313 11.61802 1422.2434770801"
"754",326496,"Fishing","SUNNANLAND","gothenborg","SE","57.64503 11.85826 57.64485 11.85847 23.6461866126082"
"755",326598,"Tanker","ANGON","gothenborg","SE","57.67043 11.78883 57.69172 11.84372 4042.92412244051"
"756",326642,"Unspecified","STORMCO","gothenborg","SE","57.72544 11.98736 57.72543 11.98743 4.31707046088858"
"757",326665,"Unspecified","RAMANTENN","gothenborg","SE","57.68105 11.90576 57.68118 11.90571 14.7824400419538"
"758",326697,"Pleasure","WWW.SSBILBEHOR.SE","gothenborg","SE","57.64104 11.95973 57.64092 11.95983 14.6383184551971"
"759",326700,"Fishing","NAUTIC CENTER DEMO","gothenborg","SE","57.6634 11.89193 57.66337 11.89192 3.39404483041454"
"760",326702,"Tug","OCKERO MARITIME 1","gothenborg","SE","57.66461 11.68068 57.65945 11.63523 2773.06393190298"
"761",326703,"Tug","OCKERO MARITIME 2","gothenborg","SE","57.73568 11.66413 57.72351 11.66417 1355.40993438607"
"762",326735,"Tug","K10","gothenborg","SE","57.6884 11.85577 57.69098 11.85578 287.340802290959"
"763",326821,"Cargo","ATLANTIC CARTIER","gothenborg","SE","57.63336 11.69312 57.64611 11.70513 1590.87376222054"
"764",326898,"Cargo","STENA FORERUNNER","Gdańsk","SE","54.676 18.94767 54.75467 18.84233 11080.601613681"
"765",326898,"Cargo","STENA FORERUNNER","Gdynia","SE","54.676 18.94767 54.75467 18.84233 11080.601613681"
"766",326946,"Fishing","ROSSO","gothenborg","SE","57.76882 11.60878 57.74811 11.60605 2312.26114689514"
"767",326947,"Fishing","INGUN","gothenborg","SE","57.69784 11.915 57.69016 11.89695 1374.89026401857"
"768",326950,"Fishing","VINGAFJORD GG-173","gothenborg","SE","57.67876 11.77928 57.67751 11.76118 1088.82807936545"
"769",326954,"Fishing","SVANEN","gothenborg","SE","57.76917 11.60111 57.74836 11.60397 2323.92523867617"
"770",326955,"Fishing","GOTTSKAR","gothenborg","SE","57.71786 11.66545 57.70826 11.6679 1079.10353442276"
"771",327030,"Tanker","RAMONA","Gdańsk","SE","54.4653 18.99847 54.77287 18.99142 34240.6440156155"
"772",327030,"Tanker","RAMONA","Gdynia","SE","54.4653 18.99847 54.77287 18.99142 34240.6440156155"
"773",327052,"Fishing","GLITTFORS","gothenborg","SE","57.74045 11.60468 57.60073 11.66888 16025.5486092447"
"774",327056,"Fishing","VERA C","gothenborg","SE","57.60025 11.81978 57.60386 11.73032 5363.67306571945"
"775",327132,"Tug","GOTHEBORG","gothenborg","SE","57.7006 11.91888 57.70055 11.91897 7.73348393175416"
"776",327147,"Tanker","FOX SUNRISE","gothenborg","SE","57.69793 11.91591 57.68825 11.88654 2056.75682383356"
"777",327150,"Fishing","AHLMA","gothenborg","SE","57.65745 11.82032 57.65135 11.83575 1144.6123047636"
"778",327175,"Tanker","NORDEN","gothenborg","SE","57.60086 11.60686 57.60181 11.65823 3073.16298735045"
"779",327198,"Tanker","DANA","gothenborg","SE","57.74813 11.61588 57.92028 11.60685 19180.6611044799"
"780",327250,"Cargo","THULELAND","gothenborg","SE","57.65663 11.74896 57.65178 11.71843 1901.04888031943"
"781",327293,"Cargo","FAUST","gothenborg","SE","57.66729 11.78699 57.65933 11.76567 1550.88127803051"
"782",327374,"Tug","KBV 001","gothenborg","SE","57.68859 11.89151 57.69227 11.90352 825.268742184221"
"783",327375,"Tug","KBV 497","gothenborg","SE","57.66702 11.79772 57.66702 11.79772 0"
"784",327376,"Tug","KBV 494","gothenborg","SE","57.71445 11.95784 57.71406 11.95755 46.7482079722345"
"785",327445,"Fishing","GANTHI","gothenborg","SE","57.60079 11.79128 57.60175 11.60523 11124.2023649915"
"786",327464,"Tug","ICEBEAM","gothenborg","SE","57.68303 11.85268 57.68615 11.87203 1205.43334717305"
"787",327475,"Tanker","WISBY WAVE","gothenborg","MT","57.63855 11.69439 57.62356 11.6811 1848.62605570743"
"788",327492,"Fishing","VASTERLAND","gothenborg","SE","57.67639 11.74027 57.67628 11.76015 1186.21288462655"
"789",327507,"Passenger","STENA GERMANICA","gothenborg","SE","57.66095 11.77369 57.67359 11.79963 2092.45541780471"
"790",327518,"Tug","KBV 032","gothenborg","SE","57.99781 11.70603 57.74871 11.60501 28383.8690975657"
"791",327562,"Passenger","STENA SCANDINAVICA","gothenborg","SE","57.65953 11.76765 57.65563 11.74008 1702.17615557201"
"792",327566,"Fishing","CLIPPERTON","gothenborg","SE","57.605 11.61267 57.603 11.62517 779.791967387967"
"793",327673,"Fishing","CLIPPFJORD","gothenborg","SE","57.60124 11.79403 57.6004 11.7906 225.408011076262"
"794",327678,"Tug","BISON","gothenborg","SE","57.99487 11.7555 57.97403 11.73161 2717.5232514434"
"795",327685,"Cargo","IDA H","gothenborg","SE","57.91244 12.0521 57.93297 12.067 2451.11881668504"
"796",327745,"Tug","U/F ASTERIX","gothenborg","SE","57.6445 11.84489 57.64404 11.85719 736.317461229157"
"797",332129,"Cargo","LAVAUX","St. Petersburg","CH","59.90585 30.07876 59.90895 30.06353 919.532947203067"
"798",335231,"Cargo","NURI SONAY","Gdańsk","TR","54.79419 18.91866 54.78623 18.93298 1278.17738465114"
"799",335231,"Cargo","NURI SONAY","Gdynia","TR","54.79419 18.91866 54.78623 18.93298 1278.17738465114"
"800",344835,"Unspecified","TEST-0192","St. Petersburg","RU","59.94024 30.25811 59.94027 30.25814 3.73946677208445"
"801",345244,"Tug","SEMYON DEZHNEV","St. Petersburg","RU","59.90769 30.06933 59.90117 30.10169 1951.15056717559"
"802",345254,"Tug","IVAN KRUZENSHTERN","St. Petersburg","RU","59.92127 30.00296 59.94099 30.25619 14329.0172106674"
"803",345254,"Tug","SAT AIS","St. Petersburg","RU","59.92127 30.00296 59.94099 30.25619 14329.0172106674"
"804",345265,"Tug","KAPITAN MARTYSHKIN","Kalingrad","RU","54.63297 19.90732 54.63588 19.96367 3653.17153753407"
"805",345268,"Tug","KAPITAN NIKOLAEV","St. Petersburg","RU","59.88943 30.20942 59.88928 30.20958 18.9609694461666"
"806",345293,"Pleasure","MIR","St. Petersburg","RU","59.87433 30.20861 59.87449 30.20873 19.050711117698"
"807",345312,"Tug","KAPITAN SOROKIN","St. Petersburg","RU","59.88205 30.19553 59.88229 30.19494 42.5031911892319"
"808",345344,"Tug","ERMAK","St. Petersburg","RU","59.88925 30.20915 59.88913 30.20906 14.2872723979525"
"809",345582,"Fishing","VALERIY DZHAPARIDZE","Kalingrad","RU","54.70491 20.48579 54.70463 20.48575 31.2755384142669"
"810",345587,"Fishing","NIVENSKOYE","Kalingrad","RU","54.70477 20.48366 54.70451 20.48368 28.9714023000528"
"811",345600,"Fishing","ATLANTIDA","Kalingrad","RU","54.63342 19.8941 54.63615 19.96907 4850.64746967335"
"812",345607,"Pleasure","KRUZENSHTERN","Kalingrad","RU","54.69938 20.46726 54.69945 20.46729 8.02871297604317"
"813",345748,"Fishing","KAPITAN KRAVCHENKO","Gdańsk","RU","54.37393 18.66181 54.37406 18.66191 15.8628341919658"
"814",345788,"Tanker","TAYMEN","St. Petersburg","RU","59.86553 30.22851 59.86553 30.22851 0"
"815",345789,"Cargo","SORMOVSKIY-3055","Gdańsk","RU","54.67454 18.99002 54.65482 19.8098 52942.9308148518"
"816",345789,"Cargo","SORMOVSKIY-3055","Gdynia","RU","54.67454 18.99002 54.65482 19.8098 52942.9308148518"
"817",345789,"Cargo","SORMOVSKIY-3055","Kalingrad","RU","54.67454 18.99002 54.65482 19.8098 52942.9308148518"
"818",345797,"Cargo","OMSKIY-141","Kalingrad","RU","54.65581 19.84741 54.63283 19.91191 4887.02683421614"
"819",345825,"Tug","GRIFON 5","St. Petersburg","RU","59.91667 30.02541 59.92064 30.00557 1194.68042564051"
"820",346002,"Tanker","KOLA","St. Petersburg","RU","59.88142 30.2307 59.88493 30.22082 677.496856574903"
"821",346012,"Tug","VIKHREVOY","St. Petersburg","RU","59.90341 30.09058 59.89371 30.13853 2893.20577420471"
"822",346022,"Tanker","AURA","St. Petersburg","RU","59.88844 30.21381 59.88253 30.22332 846.807719903449"
"823",346047,"Tug","MOSCHNYI","St. Petersburg","RU","59.91095 30.23809 59.91534 30.25696 1163.49688826644"
"824",346053,"Cargo","OMSKIY-140","Gdańsk","RU","54.66514 18.95891 54.67465 18.96738 1191.35460093683"
"825",346053,"Cargo","OMSKIY-140","Gdynia","RU","54.66514 18.95891 54.67465 18.96738 1191.35460093683"
"826",346057,"Tug","KAPITAN PLAKHIN","St. Petersburg","RU","59.91276 30.2436 59.91299 30.24339 28.1895101949127"
"827",346077,"Cargo","SORMOVSKIY-3056","St. Petersburg","RU","59.91097 30.05295 59.9072 30.07142 1115.54450877775"
"828",346084,"Cargo","SORMOVSKIY-3058","Kalingrad","RU","54.6664 20.13557 54.6326 19.90259 15502.5453985765"
"829",346106,"Cargo","OMSKIY-132","St. Petersburg","RU","59.91209 30.04754 59.91593 30.02891 1126.63843276027"
"830",346147,"Cargo","BALTIYSK","Kalingrad","RU","54.67425 19.80733 54.98353 19.80258 34430.5187423806"
"831",346151,"Tug","TYPHOON","St. Petersburg","RU","59.88581 30.20715 59.90749 30.22942 2718.07345899997"
"832",346160,"Tug","TARNIKA","Kalingrad","RU","54.68572 20.22558 54.68593 20.17527 3244.73647711987"
"833",346161,"Tug","GRIFON 3","St. Petersburg","RU","59.88846 30.21343 59.88117 30.18697 1689.60631740747"
"834",346167,"Cargo","OMSKIY-134","St. Petersburg","RU","59.9176 30.02091 59.91987 30.01001 660.081343519799"
"835",346191,"Tanker","ABIGAIL","St. Petersburg","RU","59.88621 30.21915 59.88621 30.21915 0"
"836",346208,"Tug","TORNADO","St. Petersburg","RU","59.90256 30.22298 59.91456 30.23054 1402.25438932758"
"837",346219,"Tanker","ANGARA","St. Petersburg","RU","59.91455 30.24101 59.88271 30.18866 4600.94392927919"
"838",346242,"Tug","LOTSMAN-3","Kalingrad","RU","54.70002 19.851 54.65893 20.12295 18128.1885784151"
"839",346266,"Tug","AKMAL","St. Petersburg","RU","59.89101 30.20722 59.88607 30.1863 1294.12333063099"
"840",346635,"Cargo","SORMOVSKIY-53","St. Petersburg","RU","59.9087 30.06449 59.90277 30.09381 1768.72885265667"
"841",346646,"Unspecified","JIYA","St. Petersburg","RU","59.94104 30.25607 59.88173 30.22525 6829.05995874317"
"842",346688,"Tug","PIONER","Kalingrad","RU","54.6325 19.90624 54.63776 19.98837 5335.64870401551"
"843",346905,"Tug","TAYFUN","Kalingrad","RU","54.62874 19.8006 54.66104 19.80579 3611.11597796086"
"844",346998,"Tug","BREST","St. Petersburg","RU","59.86636 30.22672 59.88323 30.18356 3062.09244115263"
"845",347019,"Tug","KONSTANTIN","St. Petersburg","RU","59.9145 30.25952 59.91463 30.25963 15.7365374545001"
"846",347042,"Tug","GRIFON7","St. Petersburg","RU","59.92081 30.00482 59.86989 30.2174 13182.5213637136"
"847",347050,"Tug","SIGULDA","Kalingrad","RU","54.63924 19.95564 54.63247 19.90742 3203.58243248335"
"848",347062,"Tanker","SULA","St. Petersburg","RU","59.87646 30.22246 59.86736 30.22377 1016.48411997019"
"849",347113,"Tug","TORNADO","Kalingrad","RU","54.6887 20.19069 54.68539 20.23147 2655.63901936994"
"850",347124,"Tug","SKRUNDA","Kalingrad","RU","54.63682 19.95438 54.63401 19.90723 3060.64690879346"
"851",347165,"Tanker","VALERIY ZELENKO","St. Petersburg","RU","59.90856 30.06484 59.90351 30.08987 1509.40979952448"
"852",347186,"Cargo","SERDOLIK","St. Petersburg","RU","59.89773 30.11893 59.90051 30.10529 823.862646063091"
"853",347195,"Tanker","GAZPROMNEFT WEST","St. Petersburg","RU","59.90981 30.26277 59.92123 30.00288 14594.37457036"
"854",347195,"Tanker","VOVAN","St. Petersburg","RU","59.90981 30.26277 59.92123 30.00288 14594.37457036"
"855",347204,"Tug","ALEXANDR UVAROV","Kalingrad","RU","54.63669 19.91264 54.63717 19.91232 57.2881377524124"
"856",347225,"Tug","SANKT-PETERBURG","St. Petersburg","RU","59.91012 30.05802 59.91441 30.03653 1293.83203310029"
"857",347236,"Cargo","NOVAYA ZEMLYA","St. Petersburg","RU","59.90448 30.08493 59.90933 30.06114 1436.69378669344"
"858",347280,"Tanker","GAZPROMNEFT EAST","St. Petersburg","RU","59.92205 30.00011 59.89205 30.21617 12543.4395966616"
"859",347415,"Cargo","SEVERNAYA ZEMLYA","St. Petersburg","RU","59.92015 30.00817 59.91731 30.02217 844.619944039108"
"860",347417,"Tanker","FREYA","St. Petersburg","RU","59.86783 30.22215 59.91383 30.22832 5136.50732213483"
"861",347421,"Tanker","BALTIC EAGLE","St. Petersburg","RU","59.91547 30.03159 59.91952 30.01138 1217.24295878683"
"862",347509,"Cargo","MODULUS 2","St. Petersburg","RU","59.87159 30.21377 59.91857 30.01613 12238.8715063561"
"863",347528,"Cargo","LAZURITE","St. Petersburg","RU","59.91562 30.03036 59.91127 30.052 1304.06380789652"
"864",347645,"Tanker","DEYMA","Kalingrad","RU","54.68847 20.19122 54.68563 20.23329 2731.50345456543"
"865",347661,"Tanker","SCF PECHORA","St. Petersburg","RU","59.91208 30.04787 59.91606 30.02794 1199.91252839531"
"866",347678,"Tug","NEVSKAYA ZASTAVA","St. Petersburg","RU","59.85715 30.49612 59.95117 30.40012 11772.1474016767"
"867",347703,"Tanker","NEMAN","Kalingrad","RU","54.69017 20.38373 54.69002 20.36808 1009.35058367032"
"868",347718,"Tug","ARKTUR","St. Petersburg","RU","59.88879 30.16287 59.89547 30.13002 1983.87628443061"
"869",347749,"Tug","KUBAN","Kalingrad","RU","54.98218 20.30837 54.98685 20.39023 5266.30001953182"
"870",347754,"Tanker","RAMAVA","Kalingrad","RU","54.68563 20.23223 54.68336 20.16533 4322.12829499886"
"871",347790,"Tug","ORION","St. Petersburg","RU","59.91061 30.22738 59.91061 30.22738 0"
"872",347828,"Tug","KOMMUNAR","Kalingrad","RU","54.63287 19.90823 54.64821 19.86672 3177.85966762192"
"873",347839,"Cargo","MIKHAIL LOMONOSOV","St. Petersburg","RU","59.89796 30.11797 59.90219 30.09733 1247.61416012603"
"874",347868,"Unspecified","SPK-25","St. Petersburg","RU","59.95633 30.26442 59.95652 30.26436 21.4320094581246"
"875",347948,"Tug","LIGER","Kalingrad","RU","54.52992 20.19698 54.69183 20.19699 18023.2296748097"
"876",347965,"Cargo","BRIN NAVOLOK","St. Petersburg","RU","59.91186 30.04835 59.9073 30.07146 1389.27661751348"
"877",347999,"Passenger","NIDA","Kalingrad","RU","54.63838 19.8915 54.6377 19.89132 76.5825216105532"
"878",348075,"Tanker","LOYA","St. Petersburg","RU","59.87709 30.22295 59.88932 30.20723 1622.16066111891"
"879",348105,"Tug","KENDRICK","Kalingrad","RU","55.01933 20.22883 54.65533 19.81717 48389.3010575734"
"880",348134,"Tanker","NIMBUS SPB","St. Petersburg","RU","59.90722 30.07085 59.90298 30.09234 1292.0255259502"
"881",348139,"Tanker","FLANDRIYA","St. Petersburg","RU","59.91017 30.22617 59.8945 30.22867 1751.40185638683"
"882",348160,"Passenger","MOSKVA-3","St. Petersburg","RU","59.95501 30.27156 59.95499 30.27133 13.0431650176925"
"883",348222,"Tanker","ALEKSANDR GLUKHOV","St. Petersburg","RU","59.89339 30.14004 59.90041 30.10589 2065.30880584657"
"884",348318,"Passenger","DUNAEVSKIY","St. Petersburg","RU","59.85643 30.49599 59.85643 30.49589 5.60415951109148"
"885",348371,"Tug","GLANFORD","Kalingrad","RU","54.6391 19.9586 54.63375 19.90582 3459.72565693691"
"886",348379,"Tanker","BERGEN T","Kalingrad","RU","54.65162 19.83767 54.68385 20.16665 21527.454635507"
"887",348411,"Tug","GLADIUS","Kalingrad","RU","54.96205 20.36459 54.96709 20.23661 8216.36174984882"
"888",348465,"Tanker","ALANA","St. Petersburg","RU","59.88128 30.22815 59.90757 30.22255 2945.70892804895"
"889",348527,"Cargo","AMBAL","Kalingrad","RU","55.176 19.87267 54.6685 19.80217 56676.5038202908"
"890",348540,"Tanker","GAZPROMNEFT NORDWEST","St. Petersburg","RU","59.90962 30.05975 59.91409 30.0378 1325.20114412452"
"891",348607,"Cargo","GEOR.POBEDONOSETS","St. Petersburg","RU","59.90687 30.07317 59.90361 30.08928 971.920370531114"
"892",348645,"Tug","DMITRY SIROTKIN","St. Petersburg","RU","59.91247 30.23853 59.92026 30.00703 12979.3335866716"
"893",348769,"Cargo","SVYATITEL ALEKSIY","Kalingrad","RU","54.64499 20.05175 54.63951 20.01301 2574.45719272293"
"894",348771,"Unspecified","VEGA","Kalingrad","RU","54.65171 20.09799 54.63789 19.89179 13400.4967031997"
"895",348785,"Tug","ELENA","Kalingrad","RU","54.69142 19.84605 54.65362 20.11025 17556.367715629"
"896",348798,"Tanker","GAZPROMNEFT NORD","St. Petersburg","RU","59.91184 30.05031 59.91631 30.02798 1344.84950120723"
"897",348832,"Cargo","BIRYUZA","Klaipeda","RU","55.72635 21.08929 55.71579 21.10976 1742.71018618608"
"898",348850,"Cargo","RUSICH-10","Kalingrad","RU","54.69913 20.45422 54.69956 20.45387 52.9188855231257"
"899",348898,"Tanker","SALTSTRAUM","Kalingrad","RU","54.68433 20.28833 54.692 20.41883 8459.0751284389"
"900",348904,"Tanker","PEGAS","St. Petersburg","RU","59.88622 30.18645 59.88995 30.20546 1142.58809118272"
"901",349018,"Cargo","SORMOVSKIY-3068","Kalingrad","RU","54.65437 20.11265 54.70193 20.4587 22941.2993638299"
"902",349350,"Passenger","VIKING HELGI","St. Petersburg","RU","59.91055 30.23084 59.91043 30.23092 14.0986884663161"
"903",349456,"Passenger","VIKING INGVAR","St. Petersburg","RU","59.91083 30.22489 59.91079 30.22502 8.53017122025895"
"904",349774,"Tug","NEFTEGAZ-31","Kalingrad","RU","54.66799 19.82082 55.17938 19.82133 56929.0291454941"
"905",349836,"Tanker","SESKAR","St. Petersburg","RU","59.88647 30.20475 59.88652 30.19122 757.579148353662"
"906",349912,"Tanker","DMITRIY RULEVSKIY","St. Petersburg","RU","59.8701 30.21156 59.91161 30.22765 4711.55597596079"
"907",349945,"Tug","LOTSMAN SARZHIN","Kalingrad","RU","54.63261 19.90459 54.65726 19.83738 5133.786010501"
"908",349961,"Tanker","NEVA LUX","St. Petersburg","RU","59.86999 30.2171 59.8893 30.20815 2208.94828438879"
"909",349963,"Cargo","SAMUR-3","Kalingrad","RU","54.6333 19.89325 54.96338 20.31154 45539.7155484221"
"910",349997,"Tug","YASNYY","Kalingrad","RU","54.65298 20.10669 54.63329 19.89341 13942.8885905144"
"911",350015,"Tanker","VELTA","St. Petersburg","RU","59.90387 30.08873 59.90751 30.07009 1119.13161161951"
"912",350026,"Tug","BALTIETS","St. Petersburg","RU","59.91619 30.25018 59.91512 30.23581 812.677035804407"
"913",350056,"Tanker","NARVA","St. Petersburg","RU","59.87667 30.23727 59.877 30.23755 39.9702172217144"
"914",350118,"Tanker","SBORSHCHIK-3","St. Petersburg","RU","59.88607 30.1843 59.88759 30.19505 625.266307445002"
"915",350158,"Cargo","PL 2","St. Petersburg","RU","59.91915 30.26153 59.91596 30.26248 359.351818666818"
"916",350197,"Tug","SPK-1DMAG","St. Petersburg","RU","59.91835 30.25721 59.91902 30.25528 131.251245501721"
"917",350211,"Tug","GIBRALTAR","St. Petersburg","RU","59.91009 30.22641 59.90993 30.22643 17.8608106924428"
"918",350212,"Fishing","BRATYA STOYANOVY","Kalingrad","RU","54.7051 20.48718 54.70523 20.48743 21.6594918421317"
"919",350220,"Tanker","BALTIC SEAGULL","St. Petersburg","RU","59.92037 30.00665 59.91705 30.02327 1000.55037107953"
"920",350301,"Tug","REUSHINKA","Kalingrad","RU","54.6376 19.9564 54.6342 19.90677 3226.99549153677"
"921",350395,"Tanker","ECOMAR","St. Petersburg","RU","59.8883 30.21862 59.88159 30.22455 817.987153599743"
"922",350500,"Tug","MOSCHNIY","St. Petersburg","RU","59.90916 30.22439 59.90925 30.22437 10.0892196030618"
"923",350501,"Tug","ZORKIY","Kalingrad","RU","54.64502 19.8725 54.64273 20.03715 10632.8046370074"
"924",350530,"Tug","MERKURIY","St. Petersburg","RU","59.89271 30.21037 59.88179 30.18715 1780.54273624234"
"925",350538,"Tug","MUSON","St. Petersburg","RU","59.8917 30.1484 59.89607 30.1271 1287.91345941696"
"926",350589,"Tanker","DON","St. Petersburg","RU","59.89533 30.21363 59.89125 30.20775 561.218625322662"
"927",350631,"Tug","URAN","St. Petersburg","RU","59.91312 30.24447 59.91293 30.24434 22.3826604325381"
"928",350675,"Tug","KARU","St. Petersburg","RU","59.91271 30.2402 59.91943 30.01164 12807.8329984305"
"929",350706,"Tanker","NATALIJA GONCHAROVA","Kalingrad","RU","54.68639 20.25204 54.68644 20.25201 5.89257379629497"
"930",350708,"Tug","KAPITAN ZARUBIN","St. Petersburg","RU","59.91253 30.24026 59.92069 30.00488 13198.584129382"
"931",350723,"Tanker","SEVERYANKA","St. Petersburg","RU","59.90929 30.22433 59.90923 30.22445 9.4745279207272"
"932",350858,"Cargo","SORMOVSKIY 3064","Kalingrad","RU","54.68362 20.32903 54.6857 20.2302 6378.24791020572"
"933",350882,"Tug","LOTSMAN FEDOROV","St. Petersburg","RU","59.91486 30.03421 59.91118 30.0523 1091.96156925727"
"934",350901,"Tug","PROFESSOR LOGACHEV","St. Petersburg","RU","59.90714 30.2182 59.90701 30.21803 17.3279546092315"
"935",350925,"Tug","AKADEMIK KARPINSKIY","St. Petersburg","RU","59.89577 30.12897 59.89908 30.11263 986.139409609657"
"936",350926,"Cargo","IVAN SHCHEPETOV","Kalingrad","RU","54.6701 20.14155 54.70267 20.45184 20337.0882477228"
"937",350957,"Tug","BGK-326 RIF","St. Petersburg","RU","59.91169 30.24557 59.91182 30.24543 16.4657712902628"
"938",350965,"Tanker","ELAND","St. Petersburg","RU","59.87735 30.23881 59.8776 30.23861 30.0205325024767"
"939",350976,"Tanker","GOGLAND","St. Petersburg","RU","59.87645 30.22294 59.89231 30.2358 1908.0631447936"
"940",351012,"Tug","BOGATYR 4","St. Petersburg","RU","59.91067 30.23533 59.90816 30.23317 304.640070640201"
"941",351018,"Pleasure","SEDOV","Kalingrad","RU","54.678 20.1488 54.67809 20.14883 10.2037675387394"
"942",351041,"Tanker","KAP.PONIKAROVSKIY","St. Petersburg","RU","59.91555 30.03067 59.9195 30.01179 1144.14356522365"
"943",351078,"Fishing","BORIS SYROMYATNIKOV","Gdańsk","RU","54.37305 18.66233 54.37277 18.66246 32.292104737728"
"944",351087,"Fishing","KURSHSKAYA KOSA","Gdańsk","RU","54.3715 18.66283 54.37183 18.663 38.3584957392522"
"945",351089,"Fishing","LIRA","Gdańsk","RU","54.37352 18.66222 54.37295 18.66258 67.6238014434718"
"946",351093,"Fishing","KAPITAN EDEMSKIY","Kalingrad","RU","54.70433 20.48367 54.70433 20.48367 0"
"947",351098,"Tanker","ARIES","St. Petersburg","RU","59.91432 30.03682 59.9102 30.05708 1222.91254573128"
"948",351107,"Tug","RB-394","Kalingrad","RU","54.63343 19.92976 54.64704 19.90765 2081.62685235884"
"949",351119,"Tug","RB-395","Kalingrad","RU","54.65401 19.85177 54.63713 19.89149 3178.97731746887"
"950",351132,"Tug","RB-20","St. Petersburg","RU","59.90551 30.08045 59.90933 30.06159 1137.91079605027"
"951",351136,"Unspecified","RB-27","St. Petersburg","RU","59.88595 30.17656 59.88963 30.15819 1107.21974808339"
"952",351515,"Fishing","NIKOLAY SOLODCHUK","Klaipeda","RU","55.7168 21.10915 55.72448 21.096 1189.1304110794"
